class,cap-shape,cap-surface,cap-color,ruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,,y,c,f,f,f,w,b,,t,e,,s,y,w,p,w,,e,n,y,l
p,f,s,u,f,f,f,w,b,h,e,?,k,f,p,p,p,w,n,l,h,v,g
e,f,y,g,t,n,f,c,b,w,t,b,y,f,p,g,p,w,o,,k,y,g
p,,y,u,f,y,f,w,b,b,t,,f,y,,e,p,w,o,n,r,s,m
p,s,s,w,,s,f,w,n,g,e,?,s,,p,w,p,o,o,l,y,,g
p,k,y,y,,n,f,c,b,w,t,b,y,y,g,w,p,w,o,e,b,v,d
e,,,w,t,n,,w,b,,e,?,f,s,w,w,p,w,,e,b,s,d
p,x,f,,f,c,,c,n,g,,b,k,s,g,,p,w,t,e,k,v,g
p,s,y,n,f,,,c,,,t,,s,y,o,,p,o,,e,,v,w
e,k,s,g,f,m,f,w,b,k,e,?,s,s,,g,p,,o,e,n,a,
p,c,f,e,f,m,f,c,b,y,,r,k,,b,,p,w,n,p,w,a,g
e,k,f,n,f,l,a,c,b,,,e,,f,g,w,p,w,o,n,b,v,p
p,x,,e,f,c,f,c,b,u,e,b,s,y,,e,p,w,t,e,k,a,l
e,,,e,t,n,f,c,,u,e,e,s,y,p,p,p,w,n,p,h,a,d
e,s,f,n,t,a,a,c,,k,,c,s,s,p,w,p,y,o,l,o,c,m
e,x,,w,t,n,f,w,b,g,t,b,y,y,w,w,p,w,o,p,k,y,g
e,b,,n,f,a,a,c,n,w,e,b,s,f,w,,p,w,o,e,n,,d
p,,f,c,t,f,f,w,b,b,e,?,s,s,,n,p,w,o,l,o,v,p
e,,s,,,n,f,c,n,p,t,e,y,k,w,e,p,w,,e,h,c,g
p,s,y,e,t,s,f,c,b,b,,,k,k,g,w,p,w,o,e,k,y,g
p,f,y,y,t,,,,n,h,t,?,k,,p,,,w,o,p,n,,d
p,f,s,w,t,a,,c,n,b,t,r,s,k,w,w,p,w,o,l,n,s,
p,f,y,p,t,f,,c,b,n,e,e,s,k,p,g,p,w,o,p,n,n,g
p,b,g,w,t,f,,c,b,n,,?,k,s,n,w,p,o,o,l,h,a,u
e,b,g,,f,n,f,w,b,n,t,b,s,,e,y,p,w,t,,r,y,l
p,c,,p,f,f,,c,b,n,t,b,k,s,w,g,p,w,o,n,w,a,g
e,k,s,w,t,c,f,w,b,b,t,,s,s,p,w,p,w,t,p,,c,d
e,f,y,n,t,,f,c,b,p,e,c,y,y,w,w,p,w,o,e,n,c,u
e,k,f,g,t,f,a,w,,h,e,?,,f,w,e,p,n,o,,h,,d
e,s,y,g,f,n,f,c,,y,t,?,,s,w,w,p,w,o,f,o,n,l
e,x,s,y,f,n,,c,n,h,e,r,s,y,p,,p,w,o,n,n,y,d
p,x,,g,t,p,,c,b,p,e,c,y,,n,w,p,w,,l,h,c,p
e,x,y,g,f,n,f,c,b,k,t,b,,k,p,o,p,w,o,p,b,v,
e,f,,u,t,c,f,c,b,u,e,e,y,k,w,n,p,w,o,,k,v,u
e,,f,w,t,a,,c,n,u,e,c,f,s,c,,p,w,,p,b,n,g
p,,f,g,f,n,,c,b,,e,,k,k,w,b,,w,o,e,,v,d
p,x,y,n,f,f,f,c,,b,e,b,k,s,n,b,p,w,o,p,h,c,g
e,s,s,w,,s,f,c,,u,t,,k,s,n,w,p,w,o,l,,v,m
p,f,,g,f,f,f,w,,k,e,e,s,y,w,o,p,,o,e,r,y,
e,x,s,,,,f,c,b,n,e,r,f,,w,n,p,w,n,f,,,w
p,b,y,n,f,p,f,c,,b,t,b,s,s,,,p,w,t,n,k,n,p
p,x,f,w,t,,f,w,n,g,t,,s,s,w,p,p,w,o,p,k,v,d
p,,y,e,f,,f,w,n,k,e,b,s,y,g,,p,w,o,p,o,s,u
e,k,s,y,,n,f,c,,,e,?,,,w,e,p,w,o,p,u,s,p
e,,y,,f,n,f,,b,k,,r,s,k,w,w,,w,o,p,w,y,g
e,k,f,n,t,,f,w,n,k,t,e,s,y,b,,p,w,o,e,,v,
p,f,,n,f,n,f,w,b,b,e,b,k,k,g,c,p,w,,,k,s,g
e,c,f,w,t,n,f,,b,e,e,r,k,k,w,,p,,t,p,k,v,l
e,k,s,,t,n,f,c,n,u,e,e,f,k,y,p,p,y,o,,y,v,d
p,x,g,,,l,,c,b,k,,r,f,s,p,y,p,w,,f,y,,l
e,x,f,u,f,n,,w,b,b,t,?,f,,w,y,p,w,o,l,n,v,l
p,f,f,g,t,n,f,w,b,w,e,?,k,,g,w,p,o,n,e,w,s,p
e,b,f,e,t,c,f,c,b,,e,,s,k,p,,p,w,o,,w,,l
e,c,,,f,f,f,c,b,w,e,?,f,s,w,w,p,n,o,p,n,v,d
p,x,f,,f,f,f,w,,p,,r,s,k,o,p,p,w,o,e,b,n,
p,f,s,n,f,a,a,c,n,w,,?,k,f,o,o,,w,o,p,u,a,g
e,,g,n,,p,f,,b,b,e,r,s,s,b,,p,w,o,e,,y,d
p,f,y,e,f,,a,c,b,,e,?,y,k,w,,p,y,o,p,w,c,w
e,f,f,n,f,p,,c,b,p,,?,y,s,y,n,p,w,o,e,r,s,d
p,f,y,c,t,c,,,n,,,?,,k,w,p,p,w,o,e,w,a,p
e,f,g,n,f,,f,c,n,n,e,b,k,,c,p,p,w,o,p,,,
e,k,s,w,f,,f,c,b,n,,c,k,f,w,n,p,w,o,,w,v,d
e,x,f,y,t,n,f,c,,p,t,b,s,s,e,e,p,,o,l,,a,m
p,x,y,,f,c,a,c,,b,,b,f,y,g,w,p,,o,p,,v,u
p,b,g,w,t,a,,c,b,p,,e,y,f,p,c,p,w,t,e,n,n,d
p,,f,g,t,p,f,c,b,w,t,b,s,s,y,,p,w,o,p,h,v,d
e,k,f,b,,p,,w,b,p,t,?,,k,w,y,p,y,o,,n,s,l
e,x,,g,f,n,f,c,n,h,e,e,k,s,o,w,p,w,n,e,n,s,g
e,,y,w,,n,,w,n,y,t,c,s,s,w,e,p,w,o,e,u,v,d
e,f,s,w,t,n,f,c,b,w,e,?,s,s,,w,,n,n,p,h,y,l
p,f,y,e,t,f,f,,n,h,t,b,s,y,,p,p,n,t,e,w,a,d
p,b,g,n,t,l,f,,,e,e,b,s,k,w,p,p,w,n,l,w,v,w
p,b,f,n,f,a,,w,b,p,e,b,,,c,o,p,n,t,,o,y,d
p,x,y,b,,l,,c,b,y,,b,s,f,w,w,p,w,,e,h,,p
p,k,s,,f,,a,c,b,w,t,e,s,s,g,,p,w,t,e,y,v,l
p,s,y,g,t,s,,w,b,,e,r,k,k,w,,p,,o,f,w,y,l
p,x,f,,t,y,a,c,,b,e,r,k,s,o,g,p,w,o,e,,v,d
e,x,s,n,t,n,f,c,n,,e,,f,,p,p,p,,o,n,,n,d
p,f,g,g,f,c,f,c,,w,e,?,y,k,c,o,p,w,n,n,w,y,g
e,f,,c,f,s,f,c,b,g,t,c,s,k,b,p,p,w,n,p,h,y,l
p,,y,n,f,a,f,c,,w,,r,k,s,p,o,p,w,o,e,,,d
e,f,y,p,t,n,f,c,b,w,t,e,s,k,n,w,,,,p,k,v,p
p,,s,b,t,f,a,c,n,w,t,?,s,s,w,b,,y,t,e,w,v,g
p,b,y,,,n,a,c,n,e,,b,s,s,,n,p,w,n,p,k,s,d
e,x,,y,t,n,f,c,b,w,e,c,k,s,g,,p,n,o,p,w,,g
p,f,f,y,t,f,a,c,,n,e,e,s,f,c,n,p,w,o,,h,,m
p,x,s,w,t,f,,c,n,w,e,r,f,s,e,,p,,o,n,y,s,
e,x,s,y,f,n,f,c,b,e,t,b,s,y,,n,p,y,n,p,n,n,g
e,x,s,u,f,n,f,c,b,p,e,c,s,s,w,w,p,w,,p,k,c,p
p,x,f,g,t,n,a,c,n,n,,,k,s,e,w,p,n,o,e,,,d
e,x,s,e,t,f,f,,,k,e,b,s,s,,c,p,w,o,f,w,n,w
p,f,y,g,f,,f,,b,w,e,b,s,,p,w,p,y,o,p,r,v,g
p,x,y,n,t,s,,c,b,b,e,c,k,s,c,p,,,t,p,h,y,m
p,f,s,e,f,f,f,c,n,b,e,e,y,k,,g,p,w,o,p,,v,d
p,x,,w,f,f,f,,n,b,e,r,s,k,w,w,,n,o,p,w,c,
p,c,f,n,f,f,a,c,b,g,e,b,k,k,p,w,p,w,o,l,k,,
p,s,s,e,f,s,f,c,n,n,e,?,k,y,g,p,p,y,o,p,k,,p
e,,g,y,t,a,,c,,p,t,c,f,y,e,w,,w,n,p,y,s,m
p,f,f,e,f,f,,w,b,,e,?,s,,w,w,p,w,o,p,b,,g
e,x,y,,,l,a,,n,y,e,e,s,y,w,b,p,w,o,p,,y,p
e,f,y,,,a,f,c,n,h,,?,s,s,w,,p,,t,l,r,v,m
p,f,y,w,f,f,f,c,b,,e,b,k,y,n,n,p,w,o,l,o,a,p
e,x,f,g,t,l,a,w,b,h,t,r,s,k,n,w,p,w,o,e,n,a,m
e,,,n,,s,a,w,b,g,t,b,s,s,n,w,,w,o,l,y,c,u
e,x,y,e,f,s,f,w,b,h,e,e,k,s,y,w,p,w,t,f,w,a,w
e,f,y,g,t,l,f,c,n,w,e,b,k,f,w,w,p,w,o,,h,a,
e,b,f,y,f,n,f,c,b,n,,e,k,s,w,w,p,w,o,e,y,v,d
e,b,f,p,f,s,,c,n,b,t,b,s,,w,n,p,n,,p,h,y,
e,k,y,n,f,n,f,w,n,w,t,b,,f,c,p,p,w,o,l,b,,
p,x,s,y,f,s,,c,n,g,e,,k,,w,w,p,w,n,n,u,y,d
e,x,g,p,f,p,f,,,w,e,?,s,s,b,b,p,w,,,,v,d
e,,,,t,f,a,w,n,b,t,b,s,s,e,w,p,w,o,e,h,,p
e,x,,n,f,a,f,w,b,w,e,c,y,k,b,p,p,,o,p,o,,d
e,s,f,g,t,n,f,c,b,,t,e,k,,w,n,p,w,o,p,k,,m
e,f,s,c,f,,f,c,b,n,e,b,s,y,,p,p,w,t,l,h,c,
p,x,g,y,f,f,f,w,b,w,t,b,k,k,,p,p,o,o,e,,v,d
e,f,f,n,,n,f,,n,,t,e,s,s,w,b,p,w,,e,n,s,g
e,f,g,n,t,,f,c,b,,t,e,k,s,w,n,p,w,,e,k,,p
p,f,f,,f,,f,w,b,h,t,?,y,k,o,o,p,w,o,n,h,v,
e,x,y,u,f,n,f,c,b,h,t,,s,k,w,n,p,y,o,f,h,v,d
p,f,s,n,f,f,f,c,b,b,t,e,f,y,,c,p,w,o,p,h,y,l
e,b,s,w,t,l,f,w,b,w,,b,s,f,g,b,p,w,o,,k,n,d
e,k,s,g,f,n,f,c,n,h,t,?,s,f,g,p,p,w,o,,y,,m
e,x,y,g,t,m,f,,b,u,t,b,y,s,,p,p,y,o,n,b,s,
e,,f,g,f,p,f,w,,e,e,b,s,f,,n,p,w,o,p,w,s,g
p,,s,y,f,f,f,c,b,,t,b,y,f,w,w,p,w,t,,n,c,
e,f,g,b,f,n,f,c,b,k,t,e,s,s,,w,p,,o,p,w,a,d
e,x,,n,t,s,f,w,b,w,t,?,s,f,w,,p,w,,,,v,l
e,f,f,w,t,s,f,c,b,b,t,,y,s,w,,p,,t,p,n,v,p
p,f,s,n,f,s,f,w,b,w,t,r,s,k,o,,,w,o,e,n,v,g
e,,s,n,f,a,,c,,w,t,r,k,s,w,w,p,w,o,p,w,c,g
e,x,f,n,f,f,f,w,b,p,,,y,y,g,g,p,,o,e,k,,g
e,s,y,g,t,n,f,,b,,t,b,k,s,y,o,p,w,o,,h,a,d
e,f,y,,t,n,f,w,b,p,e,b,s,k,n,w,p,w,o,l,k,s,w
e,c,y,u,t,n,f,,n,w,t,?,s,k,g,w,p,,o,p,h,c,p
e,x,s,g,t,n,f,c,b,n,t,r,k,s,w,n,p,w,,l,u,v,
e,k,y,p,t,l,a,,,w,e,b,f,f,w,w,,w,n,l,k,,g
p,x,y,e,t,s,,w,n,n,t,b,k,f,o,,p,w,o,,u,c,g
p,c,y,e,t,f,f,w,b,h,,c,s,s,,p,p,o,,e,h,v,l
p,s,,y,t,f,,c,n,,t,,s,s,y,w,p,w,t,e,w,v,
e,b,s,g,f,n,f,,n,,e,r,y,,w,n,p,w,t,p,o,n,g
p,,y,w,,f,f,c,n,y,e,c,s,s,w,w,p,w,t,p,,v,g
e,x,y,,f,y,f,c,,,e,b,s,y,c,w,p,w,o,e,o,v,l
e,x,y,r,t,s,a,c,b,u,e,b,k,s,,w,p,o,t,p,k,,
p,x,f,,t,s,,c,n,p,t,,s,f,p,,p,w,o,p,n,y,u
p,x,s,,t,f,,w,b,w,e,b,s,k,g,,p,y,t,e,w,c,w
p,x,s,n,f,,f,c,,n,t,,k,k,w,w,p,w,n,l,w,,m
p,x,g,y,f,,,c,b,g,e,b,s,,,p,p,,,l,h,y,p
e,x,f,n,,,a,,,w,t,?,k,s,,w,p,w,o,l,u,v,d
p,f,f,y,f,f,f,c,n,w,t,e,s,y,n,n,p,w,,l,b,v,w
e,f,s,,t,n,a,w,b,p,e,b,s,y,p,g,p,,o,p,k,y,d
e,x,s,y,t,l,f,c,b,w,e,?,s,s,b,c,p,w,,e,n,s,g
e,k,y,g,f,n,,c,n,,t,b,k,k,n,n,p,o,o,e,w,v,l
e,c,s,y,t,l,f,c,b,,e,,s,s,p,w,p,w,o,p,o,v,l
p,k,f,n,f,,a,c,b,h,,r,k,s,c,,p,o,o,p,n,s,u
e,,f,w,f,l,f,c,b,w,t,b,s,,,w,p,w,o,,h,v,p
p,s,f,r,,f,f,c,b,y,e,b,s,k,n,p,p,,o,f,,v,g
p,f,f,e,t,c,f,c,b,n,e,b,k,s,g,,p,n,o,p,h,v,m
p,x,f,,f,s,a,w,b,w,e,e,y,,n,,p,y,,e,h,y,u
e,k,y,w,t,,f,c,n,g,e,?,k,,,,p,o,o,p,b,y,d
p,k,f,,,f,f,c,n,g,e,?,k,s,p,b,,n,o,p,w,n,m
p,f,f,e,f,s,f,c,b,g,e,?,k,s,w,n,p,y,o,l,w,v,w
p,f,y,r,t,,f,c,b,g,t,r,,k,b,y,p,w,,l,w,s,u
p,,y,c,f,s,f,,b,g,e,,k,s,w,w,p,w,o,e,w,s,d
e,f,f,n,f,n,f,c,b,,t,,s,s,,g,p,w,o,p,n,a,d
e,f,s,,t,,f,w,b,,t,e,k,k,w,w,p,,t,p,,y,u
p,x,,g,,n,f,w,b,p,e,r,,k,w,p,p,n,o,n,n,,p
e,b,f,g,t,,a,w,b,g,t,c,k,s,w,b,p,w,t,p,,v,g
p,f,y,,t,f,f,c,b,e,t,?,s,s,w,p,p,w,o,e,w,v,
e,f,s,w,,,f,w,,,t,c,s,y,p,w,p,w,o,n,r,y,p
e,x,,,f,n,f,c,n,p,e,b,s,k,n,w,p,o,o,p,b,,d
e,k,y,n,t,n,,,n,o,t,c,s,y,w,w,p,w,n,e,,s,g
p,,y,n,t,s,f,,n,e,t,?,y,k,p,w,,w,t,l,,v,l
e,x,s,g,f,n,,w,,b,t,c,,s,w,w,p,w,o,e,,s,l
e,x,y,e,,n,f,c,b,w,e,b,s,s,n,g,p,w,t,,w,y,p
e,f,g,,t,s,f,w,b,,e,,s,f,w,o,p,w,n,,,y,
e,x,f,n,f,,,c,b,,e,e,s,s,,w,p,w,o,p,n,s,g
e,f,y,,f,y,f,c,b,k,t,b,,y,n,p,p,,o,f,h,,p
e,f,y,,t,n,f,,n,b,e,b,k,s,n,n,p,,o,n,n,c,
p,,f,c,t,f,f,c,b,n,t,c,s,s,b,,p,n,t,n,,n,
e,f,s,r,f,n,a,w,,p,t,e,k,f,w,w,p,w,,l,k,a,w
e,f,,c,t,n,f,c,,w,t,b,k,s,b,,,w,o,f,k,y,d
p,x,y,r,f,f,f,c,b,k,e,b,k,y,g,p,,w,n,n,r,y,m
e,f,s,,t,n,f,c,b,b,e,,s,s,w,e,p,,t,e,w,c,m
e,x,f,r,,n,f,c,,u,t,e,s,k,e,w,p,n,o,f,o,y,g
p,f,,c,f,s,f,c,b,k,t,?,k,s,w,,p,w,o,e,r,s,
e,b,s,,t,,f,w,,b,t,b,k,,w,y,p,w,o,l,o,s,
e,f,f,e,t,n,,c,n,g,t,b,f,f,,e,p,w,n,l,,v,g
e,k,,,t,,f,w,n,n,t,b,,f,c,n,p,,o,n,h,a,
p,k,y,e,f,f,f,c,n,b,,b,k,,w,e,p,y,t,p,w,v,d
p,x,y,y,t,p,f,c,n,b,t,b,y,s,w,w,p,w,,l,,v,p
e,f,f,n,f,,f,c,b,h,t,b,f,y,p,w,p,w,o,p,w,v,d
p,f,y,e,f,,,c,b,p,t,,s,,y,w,p,n,t,p,n,,d
e,,f,,t,a,,c,b,,e,b,,y,w,w,p,,o,,h,n,
p,f,s,c,f,,f,,n,n,e,,y,s,y,c,,w,o,n,n,s,l
p,f,s,w,f,n,,,b,b,,b,s,f,e,b,p,w,o,p,h,a,u
e,c,y,n,,n,f,c,n,w,t,e,s,s,g,p,p,o,t,p,r,v,m
p,,g,b,f,y,f,w,b,k,t,c,s,,w,w,p,w,,,y,,u
e,x,f,y,t,n,a,c,,h,e,b,,s,,w,,w,o,p,o,,d
p,x,f,e,f,y,f,c,n,w,,?,s,,w,w,p,w,o,e,r,n,g
p,,g,n,t,f,f,c,,h,t,b,f,s,p,w,p,w,t,p,h,c,g
e,x,y,g,f,m,f,c,b,g,t,b,s,y,w,,p,n,o,l,,v,g
p,x,s,,f,,a,w,b,p,t,,f,k,,n,p,w,o,l,h,v,d
e,f,s,g,t,s,f,w,b,n,e,b,y,s,,b,p,w,o,l,n,s,d
p,f,g,w,t,,f,w,b,p,t,?,s,,p,w,p,w,o,e,,c,d
e,f,s,,f,n,f,w,b,p,t,e,s,s,w,g,,w,o,e,w,,d
p,x,y,,t,y,f,c,n,p,t,c,k,k,c,b,p,w,n,l,w,,g
p,x,f,,t,y,,w,,o,t,,k,,c,n,p,o,o,p,n,n,
e,x,s,g,,n,f,c,,u,e,?,,k,,n,,o,o,f,n,n,d
p,x,,b,t,f,,c,b,k,,r,f,k,,p,p,w,o,,h,v,l
p,f,y,,f,f,f,c,b,n,e,c,s,k,p,o,,w,o,l,w,y,
e,,y,w,f,s,f,c,b,u,t,b,f,y,w,,p,y,o,p,w,v,l
p,k,f,g,f,f,f,c,b,r,t,b,s,s,o,w,p,w,o,p,b,v,
e,f,,y,t,y,a,c,n,k,e,c,k,f,n,p,p,w,t,l,,,d
e,x,f,y,f,n,f,c,n,w,t,,s,,w,b,p,w,n,p,k,v,p
p,f,s,y,f,y,f,c,n,o,t,b,f,y,n,p,p,y,t,e,r,y,l
e,s,y,e,,n,a,,n,b,t,,s,k,g,p,p,y,n,e,k,v,l
p,f,s,n,,,f,w,n,h,e,c,k,s,g,p,,o,o,e,o,n,d
e,f,g,e,f,p,f,w,b,n,e,b,s,s,p,c,p,n,o,n,n,y,d
p,k,s,n,f,n,f,w,,b,t,?,s,s,c,w,p,w,n,,k,s,g
p,s,s,g,,y,f,,n,b,e,?,s,,w,e,p,w,t,e,h,y,l
e,s,s,,,l,f,,b,o,e,c,s,y,w,w,p,,o,p,n,n,d
p,f,s,e,t,m,f,c,n,b,e,?,k,f,w,n,p,w,t,p,n,s,g
p,x,,b,f,,a,w,,h,t,b,k,y,p,w,p,w,n,e,h,c,g
e,f,g,g,f,n,a,c,n,u,t,b,s,s,p,w,p,n,t,l,w,c,w
e,,f,e,t,y,f,c,b,u,,e,k,y,,w,p,w,t,p,r,v,d
p,f,f,n,f,f,f,w,,b,t,r,k,s,w,b,p,w,n,e,h,y,g
e,,g,,f,c,f,c,b,,t,b,k,k,e,w,,n,,n,n,c,m
p,f,f,b,f,s,f,,n,w,,?,s,y,w,n,p,w,o,e,,v,g
p,f,y,,f,m,,c,b,g,e,c,k,k,y,n,,w,o,f,,c,g
e,x,y,y,f,n,f,w,b,,t,e,f,k,,n,p,n,t,l,w,n,d
e,f,s,,f,,f,w,b,w,t,b,y,s,p,w,p,w,,p,k,n,d
p,f,f,g,t,s,f,c,,b,e,?,s,y,y,n,p,y,n,p,y,n,
p,f,y,g,,n,f,c,n,n,e,?,,s,w,p,p,w,o,l,n,v,d
e,x,f,e,f,n,f,c,,p,e,b,s,s,p,p,p,w,o,p,k,v,d
e,k,g,n,,p,f,c,b,g,e,e,k,y,w,w,p,w,n,p,n,s,g
p,f,s,g,t,f,,w,b,b,e,c,k,y,b,,p,y,,e,u,n,g
p,c,y,g,,s,a,c,b,,e,?,s,s,n,o,p,,o,p,,,u
e,k,,,,n,a,c,b,o,e,c,s,f,o,,p,o,o,l,b,c,l
e,f,f,e,t,n,a,w,b,o,e,b,k,,b,,p,,o,e,w,y,p
e,,f,r,f,l,a,c,b,e,t,,s,s,g,c,p,w,o,l,k,y,d
p,x,y,b,t,n,f,c,b,p,e,r,s,y,w,c,,y,o,p,k,,m
e,,s,n,f,n,f,w,b,e,t,?,s,f,p,w,p,w,n,,n,s,
p,b,f,y,t,p,f,c,b,,t,?,y,f,w,c,p,w,n,f,o,v,p
e,f,s,w,f,c,f,c,,n,,c,s,s,o,w,p,,o,p,w,v,d
e,x,s,p,,n,f,c,b,n,t,,s,s,p,,p,w,o,n,b,,
e,b,f,n,t,n,,c,b,b,,b,s,y,n,n,p,w,o,p,r,y,u
e,f,f,b,,n,f,c,b,e,t,,s,k,w,p,p,w,o,p,u,v,g
e,x,s,,t,l,f,,b,k,t,?,f,,b,p,p,w,o,p,k,v,d
e,,,w,t,n,f,c,b,n,,c,f,s,w,c,p,o,t,p,n,v,g
p,f,s,g,f,a,f,c,b,b,e,c,f,,b,w,,y,,e,w,v,d
e,k,f,n,f,m,,c,n,,t,,k,k,w,w,p,w,o,p,n,a,l
p,x,f,b,t,c,f,c,n,w,t,b,s,k,w,g,p,y,o,e,k,y,w
e,x,y,n,,n,f,c,,,t,r,s,f,w,w,p,n,o,p,w,y,
e,,s,g,t,,f,w,b,b,e,b,k,s,p,p,p,w,t,e,w,v,
e,k,y,b,t,y,f,w,b,n,e,?,k,s,w,p,p,w,t,p,h,v,d
e,f,f,c,t,n,a,c,,,e,b,,k,p,p,p,,o,p,y,n,
e,,y,p,t,,a,c,,p,t,b,s,s,g,g,p,w,,l,,y,d
p,f,f,y,f,f,a,c,b,,t,b,k,y,y,o,p,w,o,e,r,y,g
e,b,,y,t,n,f,w,n,p,e,?,,,o,p,p,w,o,n,y,v,
e,f,y,,t,l,f,c,,u,t,?,f,y,p,b,p,w,n,p,o,y,m
e,b,f,,t,n,a,c,n,p,t,e,s,f,p,,p,o,o,,n,,g
p,x,y,c,,,f,c,n,n,e,c,s,s,c,p,p,,t,p,o,v,m
p,k,f,g,f,p,f,c,b,y,e,e,y,f,p,w,p,w,n,e,h,s,
e,f,s,y,t,y,f,w,b,w,t,c,,f,p,p,p,,o,,w,a,d
p,f,g,g,,f,a,w,b,h,t,?,s,s,b,w,p,,o,e,h,,m
p,,f,w,f,f,f,c,b,n,t,c,s,s,w,w,p,o,,p,r,s,d
p,x,s,g,f,p,f,,b,b,e,c,s,y,p,w,p,w,o,p,w,a,g
p,b,f,,f,,f,,b,r,t,?,y,k,p,c,p,y,o,f,h,v,p
e,k,s,,t,l,f,c,n,o,t,b,,s,w,,p,w,o,p,r,c,d
p,c,f,n,f,,f,w,n,y,e,b,k,s,p,p,p,w,o,e,h,y,l
e,x,s,,f,a,a,c,b,p,e,?,s,k,b,o,,n,n,n,b,v,l
e,,y,r,t,n,f,c,b,k,t,b,s,s,w,w,p,,o,,k,a,d
e,k,y,n,t,p,f,w,,,t,?,,s,y,,p,y,,p,u,c,
e,f,y,r,f,n,f,w,,p,t,b,s,f,,g,p,w,o,p,h,c,d
p,f,f,y,f,n,f,c,b,u,t,b,y,y,w,c,,,n,,k,a,g
e,k,y,g,t,n,f,w,n,g,t,?,k,k,c,c,p,,,p,,a,p
e,f,f,w,f,s,f,c,,w,e,?,s,k,p,w,p,n,o,e,h,y,p
e,,s,w,f,a,f,c,n,,t,b,s,s,b,w,p,w,n,p,n,a,d
p,x,,b,t,y,f,w,n,n,t,?,s,s,o,w,p,o,t,,w,s,
p,k,s,n,f,s,f,c,b,u,t,b,s,k,,,p,,t,p,h,v,g
e,x,,u,,l,f,c,n,h,t,?,,k,w,w,,w,,p,o,n,g
e,,,g,t,,f,w,n,p,e,c,s,f,g,,p,w,o,f,w,c,p
p,f,,r,f,a,f,c,b,,e,b,k,k,,,,w,,e,,v,g
p,b,s,,f,f,f,w,b,g,t,b,s,s,n,,p,w,o,e,n,v,m
e,f,f,b,f,l,a,,b,w,t,,s,,w,w,p,w,t,p,u,v,
p,s,s,g,f,p,f,c,n,h,e,b,s,k,p,y,,y,,p,w,a,
e,x,f,g,t,n,a,,b,p,e,?,s,s,w,p,p,w,o,l,h,a,d
p,x,y,,f,f,a,c,b,g,e,,s,s,,e,,w,o,n,u,s,g
e,c,f,,f,n,a,c,n,r,e,c,s,s,,n,p,n,o,f,k,y,g
e,,,w,f,f,f,w,,b,,e,,k,p,o,p,o,o,l,,s,m
p,f,g,y,,c,,c,n,b,e,?,,,n,w,p,w,o,f,n,a,d
e,k,,n,f,n,a,c,b,n,e,e,s,k,p,p,,w,o,f,k,s,g
e,f,s,n,t,n,f,c,n,e,e,b,s,s,w,w,p,y,o,p,k,n,g
p,k,s,c,f,f,f,,b,p,e,e,k,f,,w,p,o,o,e,b,,l
e,,g,e,f,y,f,c,b,h,e,b,s,y,w,p,p,w,n,,k,a,
p,x,s,e,f,f,,c,b,b,e,c,k,y,o,w,p,w,o,l,k,,l
e,k,y,e,f,n,,,n,g,,c,f,k,w,b,p,w,o,l,r,s,
p,f,s,y,f,y,f,w,n,,e,,k,y,w,e,,w,,e,n,v,l
e,c,y,,t,n,f,w,b,p,e,?,y,s,,p,,,t,l,o,a,p
e,b,y,y,t,a,f,c,b,,e,c,s,,w,c,p,o,o,p,,y,g
p,,s,n,t,n,f,,b,p,t,e,y,f,w,w,p,,o,p,h,,l
e,f,f,y,t,n,a,c,b,b,t,,s,k,p,n,p,w,n,f,k,y,u
e,k,y,w,t,n,a,w,b,w,t,b,y,k,c,,p,n,t,p,h,s,d
e,x,y,y,t,n,f,c,b,b,t,,k,s,y,y,p,w,o,l,k,y,d
e,x,s,e,t,l,f,c,b,p,e,r,s,y,w,b,p,,o,p,h,y,d
e,k,y,e,f,n,f,w,b,,e,?,s,s,e,p,p,w,o,f,h,v,g
p,,s,g,t,p,f,c,,,e,e,s,s,w,e,p,w,o,p,k,s,g
e,b,g,e,t,a,,c,n,k,t,b,,s,,w,p,,,e,n,v,p
e,b,,g,t,l,,c,b,n,t,?,k,s,,g,,w,o,e,n,n,p
e,s,s,w,f,n,f,w,b,p,t,b,f,k,w,g,p,w,o,p,w,n,d
p,b,y,y,f,l,f,c,b,p,t,b,f,k,p,w,p,y,o,e,w,y,w
p,f,f,n,f,f,f,,b,r,t,,s,s,o,b,p,w,o,p,y,v,l
p,f,f,p,f,f,f,c,b,h,t,b,k,f,p,o,p,w,o,l,h,v,d
e,f,s,y,f,n,f,w,n,e,e,b,k,s,g,,p,y,,n,n,c,d
e,b,f,n,f,n,f,,b,h,,e,y,k,,e,p,,o,p,k,y,l
p,k,,y,,n,f,w,n,w,e,,,s,p,o,,w,o,p,w,c,w
p,x,f,r,t,f,f,c,b,b,t,r,,s,w,b,p,w,t,p,,v,g
p,x,s,p,t,c,f,w,n,b,,?,s,s,g,w,p,w,,l,,a,d
p,f,y,,f,f,f,w,b,,e,?,,k,b,e,,o,o,f,b,,d
p,x,g,y,f,c,f,c,b,b,e,e,f,k,w,w,p,w,n,p,k,v,d
